Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
57665.00,889.40,331.69,222.65,58157.00,270.96,0.74,0.99,0.72,0.92,1.49,0.82,aaaeraaaevelik
91155.00,1192.48,477.06,244.35,91952.00,340.68,0.86,0.99,0.68,0.81,1.95,0.71,aaaeraaaevelik
86767.00,1168.61,474.24,233.57,87474.00,332.38,0.87,0.99,0.62,0.80,2.03,0.70,aaaeraaaevelik
86206.00,1120.90,432.52,254.80,87038.00,331.30,0.81,0.99,0.72,0.86,1.70,0.77,aaaeraaaevelik
68297.00,980.86,374.22,232.96,68817.00,294.89,0.78,0.99,0.76,0.89,1.61,0.79,aaaeraaaevelik
77957.00,1080.96,426.98,233.72,78761.00,315.05,0.84,0.99,0.72,0.84,1.83,0.74,aaaeraaaevelik
89964.00,1133.33,431.77,265.76,90539.00,338.45,0.79,0.99,0.75,0.88,1.62,0.78,aaaeraaaevelik
78541.00,1101.77,433.19,232.62,79537.00,316.23,0.84,0.99,0.73,0.81,1.86,0.73,aaaeraaaevelik
61809.00,964.59,380.86,207.69,62386.00,280.53,0.84,0.99,0.75,0.83,1.83,0.74,aaaeraaaevelik
74924.00,1089.78,439.79,217.93,75977.00,308.86,0.87,0.99,0.61,0.79,2.02,0.70,aaaeraaaevelik
63159.00,949.66,361.82,223.03,63663.00,283.58,0.79,0.99,0.71,0.88,1.62,0.78,aaaeraaaevelik
96049.00,1223.51,495.20,247.61,96753.00,349.70,0.87,0.99,0.71,0.81,2.00,0.71,aaaeraaaevelik
89824.00,1172.14,467.13,245.78,90705.00,338.18,0.85,0.99,0.65,0.82,1.90,0.72,aaaeraaaevelik
60885.00,938.94,360.65,215.73,61411.00,278.43,0.80,0.99,0.74,0.87,1.67,0.77,aaaeraaaevelik
68275.00,1008.57,396.58,220.21,69100.00,294.84,0.83,0.99,0.73,0.84,1.80,0.74,aaaeraaaevelik
72689.00,1031.99,405.12,228.90,73271.00,304.22,0.83,0.99,0.72,0.86,1.77,0.75,aaaeraaaevelik
95095.00,1210.27,465.31,262.30,96519.00,347.96,0.83,0.99,0.73,0.82,1.77,0.75,aaaeraaaevelik
81198.00,1118.63,444.94,233.42,81990.00,321.53,0.85,0.99,0.71,0.82,1.91,0.72,aaaeraaaevelik
64276.00,1002.30,366.15,226.64,65696.00,286.07,0.79,0.98,0.74,0.80,1.62,0.78,aaaeraaaevelik
77715.00,1059.27,403.27,246.88,78525.00,314.56,0.79,0.99,0.74,0.87,1.63,0.78,aaaeraaaevelik
69528.00,1049.35,414.53,215.18,70426.00,297.53,0.85,0.99,0.61,0.79,1.93,0.72,aaaeraaaevelik
59466.00,912.15,340.70,222.96,59949.00,275.16,0.76,0.99,0.74,0.90,1.53,0.81,aaaeraaaevelik
78502.00,1079.33,421.69,237.98,79204.00,316.15,0.83,0.99,0.73,0.85,1.77,0.75,aaaeraaaevelik
76910.00,1146.88,483.59,203.56,77745.00,312.93,0.91,0.99,0.76,0.73,2.38,0.65,aaargaaap Sivrisi
118751.00,1468.22,629.72,240.98,120036.00,388.84,0.92,0.99,0.74,0.69,2.61,0.62,aaargaaap Sivrisi
86565.00,1215.70,508.16,218.31,87292.00,331.99,0.90,0.99,0.72,0.74,2.33,0.65,aaargaaap Sivrisi
72106.00,1131.14,484.92,193.10,72800.00,303.00,0.92,0.99,0.62,0.71,2.51,0.62,aaargaaap Sivrisi
86686.00,1208.54,509.72,216.93,87352.00,332.22,0.90,0.99,0.74,0.75,2.35,0.65,aaargaaap Sivrisi
91703.00,1279.03,549.69,213.08,92721.00,341.70,0.92,0.99,0.72,0.70,2.58,0.62,aaargaaap Sivrisi
97531.00,1262.20,517.79,241.32,98317.00,352.39,0.88,0.99,0.73,0.77,2.15,0.68,aaargaaap Sivrisi
78118.00,1123.45,463.99,214.76,78900.00,315.38,0.89,0.99,0.75,0.78,2.16,0.68,aaargaaap Sivrisi
86731.00,1185.14,493.01,224.67,87625.00,332.31,0.89,0.99,0.73,0.78,2.19,0.67,aaargaaap Sivrisi
104732.00,1305.93,544.91,245.72,105514.00,365.17,0.89,0.99,0.73,0.77,2.22,0.67,aaargaaap Sivrisi
91678.00,1228.29,511.98,228.82,92459.00,341.65,0.89,0.99,0.65,0.76,2.24,0.67,aaargaaap Sivrisi
84720.00,1168.17,482.64,225.21,85531.00,328.43,0.88,0.99,0.75,0.78,2.14,0.68,aaargaaap Sivrisi
70395.00,1088.52,465.10,193.39,71016.00,299.38,0.91,0.99,0.75,0.75,2.41,0.64,aaargaaap Sivrisi
81401.00,1196.71,521.31,199.09,82040.00,321.94,0.92,0.99,0.78,0.71,2.62,0.62,aaargaaap Sivrisi
106858.00,1337.15,547.33,249.58,107957.00,368.86,0.89,0.99,0.73,0.75,2.19,0.67,aaargaaap Sivrisi
87522.00,1240.69,533.53,209.57,88303.00,333.82,0.92,0.99,0.77,0.71,2.55,0.63,aaargaaap Sivrisi
90721.00,1274.57,548.61,211.46,92036.00,339.87,0.92,0.99,0.71,0.70,2.59,0.62,aaargaaap Sivrisi
109667.00,1327.52,552.57,253.95,110419.00,373.67,0.89,0.99,0.72,0.78,2.18,0.68,aaargaaap Sivrisi
107910.00,1351.20,571.42,241.76,109255.00,370.67,0.91,0.99,0.76,0.74,2.36,0.65,aaargaaap Sivrisi
86793.00,1178.55,485.80,228.22,87510.00,332.43,0.88,0.99,0.69,0.79,2.13,0.68,aaargaaap Sivrisi
84878.00,1222.54,520.96,208.73,85960.00,328.74,0.92,0.99,0.73,0.71,2.50,0.63,aaargaaap Sivrisi
108497.00,1454.58,648.40,213.47,109343.00,371.68,0.94,0.99,0.75,0.64,3.04,0.57,aaargaaap Sivrisi
78553.00,1160.61,488.46,206.30,79303.00,316.25,0.91,0.99,0.55,0.73,2.37,0.65,aaargaaap Sivrisi
65952.00,1048.69,444.96,189.52,66706.00,289.78,0.90,0.99,0.77,0.75,2.35,0.65,aaargaaap Sivrisi
80839.00,1228.91,543.13,191.29,81620.00,320.82,0.94,0.99,0.78,0.67,2.84,0.59,aaargaaap Sivrisi
98203.00,1231.37,504.18,248.37,98837.00,353.60,0.87,0.99,0.75,0.81,2.03,0.70,aaargaaap Sivrisi
81230.00,1165.57,492.03,210.89,81945.00,321.60,0.90,0.99,0.76,0.75,2.33,0.65,aaargaaap Sivrisi
70952.00,1069.69,445.63,203.28,71506.00,300.56,0.89,0.99,0.75,0.78,2.19,0.67,aaargaaap Sivrisi
97302.00,1287.63,546.86,227.55,98234.00,351.98,0.91,0.99,0.75,0.74,2.40,0.64,aaargaaap Sivrisi
74778.00,1055.40,420.63,227.29,75378.00,308.56,0.84,0.99,0.75,0.84,1.85,0.73,aaargaaap Sivrisi
86887.00,1247.12,538.74,206.02,87706.00,332.61,0.92,0.99,0.72,0.70,2.62,0.62,aaargaaap Sivrisi
77175.00,1086.05,439.50,224.21,77745.00,313.47,0.86,0.99,0.74,0.82,1.96,0.71,aaargaaap Sivrisi
67404.00,1037.24,430.89,199.80,67930.00,292.95,0.89,0.99,0.74,0.79,2.16,0.68,aaargaaap Sivrisi
85990.00,1211.53,512.36,215.10,86704.00,330.89,0.91,0.99,0.55,0.74,2.38,0.65,aaargaaap Sivrisi
74748.00,1082.88,447.87,213.26,75383.00,308.50,0.88,0.99,0.76,0.80,2.10,0.69,aaargaaap Sivrisi
77106.00,1101.60,449.48,219.17,77787.00,313.33,0.87,0.99,0.73,0.80,2.05,0.70,aaargaaap Sivrisi
107678.00,1316.68,540.72,254.78,108665.00,370.27,0.88,0.99,0.75,0.78,2.12,0.68,aaargaaap Sivrisi
96680.00,1224.79,473.20,261.86,97931.00,350.85,0.83,0.99,0.76,0.81,1.81,0.74,aaargaaap Sivrisi
105209.00,1324.63,545.25,246.98,106238.00,366.00,0.89,0.99,0.72,0.75,2.21,0.67,aaargaaap Sivrisi
99190.00,1332.73,574.15,221.42,100079.00,355.38,0.92,0.99,0.74,0.70,2.59,0.62,aaargaaap Sivrisi
97725.00,1308.44,557.31,224.23,99120.00,352.74,0.92,0.99,0.77,0.72,2.49,0.63,aaargaaap Sivrisi
69106.00,1053.71,438.73,202.06,69645.00,296.63,0.89,0.99,0.77,0.78,2.17,0.68,aaargaaap Sivrisi
91674.00,1230.48,503.79,232.79,92561.00,341.65,0.89,0.99,0.76,0.76,2.16,0.68,aaargaaap Sivrisi
76262.00,1067.33,415.73,234.09,76927.00,311.61,0.83,0.99,0.73,0.84,1.78,0.75,aaargaaap Sivrisi
59486.00,975.77,399.60,190.88,59988.00,275.21,0.88,0.99,0.75,0.79,2.09,0.69,aaargaaap Sivrisi
49673.00,950.27,408.73,155.42,50306.00,251.49,0.92,0.99,0.65,0.69,2.63,0.62,aaargaaap Sivrisi
96657.00,1285.05,526.84,235.27,97792.00,350.81,0.89,0.99,0.65,0.74,2.24,0.67,aaargaaap Sivrisi
56819.00,950.65,384.66,188.60,57390.00,268.97,0.87,0.99,0.74,0.79,2.04,0.70,aaargaaap Sivrisi
75593.00,1074.48,416.04,233.23,76620.00,310.24,0.83,0.99,0.72,0.82,1.78,0.75,aaargaaap Sivrisi
48098.00,925.19,395.80,156.10,48643.00,247.47,0.92,0.99,0.65,0.71,2.54,0.63,aaargaaap Sivrisi
62349.00,1047.95,442.54,180.04,62996.00,281.75,0.91,0.99,0.53,0.71,2.46,0.64,aaargaaap Sivrisi
58876.00,975.63,400.64,188.15,59500.00,273.79,0.88,0.99,0.65,0.78,2.13,0.68,aaargaaap Sivrisi
86778.00,1212.83,494.66,224.18,87667.00,332.40,0.89,0.99,0.63,0.74,2.21,0.67,aaargaaap Sivrisi
52447.00,926.83,388.99,172.04,52958.00,258.41,0.90,0.99,0.65,0.77,2.26,0.66,aaargaaap Sivrisi
53554.00,921.67,372.08,184.07,54082.00,261.13,0.87,0.99,0.63,0.79,2.02,0.70,aaargaaap Sivrisi
55462.00,952.25,383.56,185.49,56210.00,265.74,0.88,0.99,0.72,0.77,2.07,0.69,aaargaaap Sivrisi
71099.00,1111.48,471.63,192.67,71810.00,300.88,0.91,0.99,0.54,0.72,2.45,0.64,aaargaaap Sivrisi
71077.00,1136.24,488.29,186.00,71792.00,300.83,0.92,0.99,0.51,0.69,2.63,0.62,aaargaaap Sivrisi
58469.00,1007.04,430.20,173.81,59077.00,272.85,0.91,0.99,0.75,0.72,2.48,0.63,aaargaaap Sivrisi
74319.00,1138.16,482.37,197.25,75401.00,307.61,0.91,0.99,0.69,0.72,2.45,0.64,aaargaaap Sivrisi
77390.00,1152.70,491.05,201.24,78089.00,313.90,0.91,0.99,0.77,0.73,2.44,0.64,aaargaaap Sivrisi
58852.00,999.39,423.64,177.47,59297.00,273.74,0.91,0.99,0.55,0.74,2.39,0.65,aaargaaap Sivrisi
65824.00,1002.95,403.50,209.33,66381.00,289.50,0.85,0.99,0.71,0.82,1.93,0.72,aaargaaap Sivrisi
56700.00,944.09,364.92,201.76,57658.00,268.69,0.83,0.98,0.72,0.80,1.81,0.74,aaargaaap Sivrisi
56801.00,1008.32,430.89,168.52,57790.00,268.93,0.92,0.98,0.64,0.70,2.56,0.62,aaargaaap Sivrisi
55763.00,926.69,377.82,188.28,56282.00,266.46,0.87,0.99,0.67,0.82,2.01,0.71,aaargaaap Sivrisi
74071.00,1104.51,457.32,206.94,74769.00,307.10,0.89,0.99,0.74,0.76,2.21,0.67,aaargaaap Sivrisi
60851.00,1022.81,432.62,179.62,61612.00,278.35,0.91,0.99,0.74,0.73,2.41,0.64,aaargaaap Sivrisi
91744.00,1186.48,465.07,252.25,92792.00,341.78,0.84,0.99,0.75,0.82,1.84,0.73,aaargaaap Sivrisi
69300.00,1040.52,424.37,208.68,69924.00,297.04,0.87,0.99,0.74,0.80,2.03,0.70,aaargaaap Sivrisi
67810.00,1082.36,457.99,188.87,68431.00,293.83,0.91,0.99,0.76,0.73,2.42,0.64,aaargaaap Sivrisi
52342.00,953.99,409.22,163.85,52796.00,258.15,0.92,0.99,0.66,0.72,2.50,0.63,aaargaaap Sivrisi
79427.00,1114.26,454.06,223.20,79948.00,318.01,0.87,0.99,0.66,0.80,2.03,0.70,aaargaaap Sivrisi
55816.00,945.57,385.88,184.88,56414.00,266.58,0.88,0.99,0.71,0.78,2.09,0.69,aaargaaap Sivrisi
71810.00,1127.20,479.50,191.30,72712.00,302.38,0.92,0.99,0.68,0.71,2.51,0.63,aaargaaap Sivrisi
103614.00,1311.19,548.91,240.45,104476.00,363.22,0.90,0.99,0.78,0.76,2.28,0.66,aaargaaap Sivrisi
55045.00,1116.76,398.79,177.72,56734.00,264.74,0.90,0.97,0.80,0.55,2.24,0.66,aaargaaap Sivrisi
78143.00,1104.64,442.42,225.34,78808.00,315.43,0.86,0.99,0.74,0.80,1.96,0.71,aaargaaap Sivrisi
58509.00,957.79,383.80,194.92,59043.00,272.94,0.86,0.99,0.76,0.80,1.97,0.71,aaargaaap Sivrisi
56899.00,997.84,405.40,181.25,58404.00,269.16,0.89,0.97,0.77,0.72,2.24,0.66,aaargaaap Sivrisi
64602.00,1006.09,409.73,201.41,65133.00,286.80,0.87,0.99,0.75,0.80,2.03,0.70,aaargaaap Sivrisi
60805.00,1013.86,413.96,187.84,61549.00,278.24,0.89,0.99,0.75,0.74,2.20,0.67,aaargaaap Sivrisi
77194.00,1228.61,544.92,181.54,77899.00,313.51,0.94,0.99,0.78,0.64,3.00,0.58,aaargaaap Sivrisi
73348.00,1099.14,455.40,206.77,74168.00,305.60,0.89,0.99,0.73,0.76,2.20,0.67,aaargaaap Sivrisi
57677.00,1013.04,425.68,173.55,58331.00,270.99,0.91,0.99,0.74,0.71,2.45,0.64,aaargaaap Sivrisi
89466.00,1203.82,468.19,244.86,90793.00,337.51,0.85,0.99,0.74,0.78,1.91,0.72,aaargaaap Sivrisi
72862.00,1112.30,461.37,201.48,73556.00,304.58,0.90,0.99,0.76,0.74,2.29,0.66,aaargaaap Sivrisi
99828.00,1312.48,543.49,234.62,100991.00,356.52,0.90,0.99,0.61,0.73,2.32,0.66,aaargaaap Sivrisi
79737.00,1165.82,483.72,210.54,80498.00,318.63,0.90,0.99,0.75,0.74,2.30,0.66,aaargaaap Sivrisi
58442.00,994.50,412.51,181.16,59098.00,272.78,0.90,0.99,0.73,0.74,2.28,0.66,aaargaaap Sivrisi
71410.00,1051.05,418.89,218.10,72344.00,301.53,0.85,0.99,0.73,0.81,1.92,0.72,aaargaaap Sivrisi
83714.00,1233.91,538.48,198.91,84483.00,326.48,0.93,0.99,0.76,0.69,2.71,0.61,aaargaaap Sivrisi
93057.00,1245.63,523.66,227.40,94013.00,344.21,0.90,0.99,0.66,0.75,2.30,0.66,aaargaaap Sivrisi
91054.00,1303.55,567.24,205.33,92194.00,340.49,0.93,0.99,0.68,0.67,2.76,0.60,aaargaaap Sivrisi
83557.00,1155.85,478.71,223.45,84398.00,326.17,0.88,0.99,0.77,0.79,2.14,0.68,aaargaaap Sivrisi
91699.00,1238.42,528.14,221.75,92307.00,341.69,0.91,0.99,0.76,0.75,2.38,0.65,aaargaaap Sivrisi
96801.00,1277.77,535.84,230.91,97545.00,351.07,0.90,0.99,0.71,0.75,2.32,0.66,aaargaaap Sivrisi
71802.00,1089.57,460.16,198.95,72416.00,302.36,0.90,0.99,0.60,0.76,2.31,0.66,aaargaaap Sivrisi
73706.00,1145.23,501.91,187.38,74313.00,306.34,0.93,0.99,0.64,0.71,2.68,0.61,aaargaaap Sivrisi
103347.00,1361.40,596.35,222.57,104330.00,362.75,0.93,0.99,0.69,0.70,2.68,0.61,aaargaaap Sivrisi
117550.00,1453.92,619.10,242.88,118597.00,386.87,0.92,0.99,0.58,0.70,2.55,0.62,aaargaaap Sivrisi
78779.00,1110.37,447.75,225.52,79489.00,316.71,0.86,0.99,0.72,0.80,1.99,0.71,aaargaaap Sivrisi
93857.00,1239.11,508.69,237.43,95180.00,345.69,0.88,0.99,0.58,0.77,2.14,0.68,aaargaaap Sivrisi
89270.00,1244.97,534.38,213.55,90011.00,337.14,0.92,0.99,0.52,0.72,2.50,0.63,aaargaaap Sivrisi
111395.00,1408.90,608.38,234.44,112409.00,376.61,0.92,0.99,0.62,0.71,2.60,0.62,aaargaaap Sivrisi
81639.00,1150.08,476.39,218.73,82286.00,322.41,0.89,0.99,0.58,0.78,2.18,0.68,aaargaaap Sivrisi
99376.00,1228.33,496.85,255.31,99931.00,355.71,0.86,0.99,0.65,0.83,1.95,0.72,aaargaaap Sivrisi
83981.00,1195.62,510.48,210.00,84575.00,327.00,0.91,0.99,0.75,0.74,2.43,0.64,aaargaaap Sivrisi
50475.00,973.27,398.39,162.80,51385.00,253.51,0.91,0.98,0.76,0.67,2.45,0.64,aaargaaap Sivrisi
91684.00,1258.48,530.57,221.70,92605.00,341.67,0.91,0.99,0.75,0.73,2.39,0.64,aaargaaap Sivrisi
53205.00,905.40,356.82,190.75,54005.00,260.27,0.85,0.99,0.65,0.82,1.87,0.73,aaargaaap Sivrisi
106008.00,1255.63,502.20,269.62,106746.00,367.39,0.84,0.99,0.66,0.84,1.86,0.73,aaargaaap Sivrisi
88420.00,1180.21,488.19,231.41,89104.00,335.53,0.88,0.99,0.61,0.80,2.11,0.69,aaargaaap Sivrisi
84373.00,1193.60,486.52,222.70,85424.00,327.76,0.89,0.99,0.69,0.74,2.18,0.67,aaargaaap Sivrisi
90427.00,1198.20,496.16,232.50,91102.00,339.32,0.88,0.99,0.68,0.79,2.13,0.68,aaargaaap Sivrisi
69480.00,1087.45,451.37,198.73,70294.00,297.43,0.90,0.99,0.62,0.74,2.27,0.66,aaargaaap Sivrisi
86142.00,1174.41,482.85,228.39,87136.00,331.18,0.88,0.99,0.76,0.78,2.11,0.69,aaargaaap Sivrisi
56207.00,965.77,397.87,180.69,56706.00,267.52,0.89,0.99,0.59,0.76,2.20,0.67,aaargaaap Sivrisi
96291.00,1273.16,535.91,230.59,96971.00,350.15,0.90,0.99,0.66,0.75,2.32,0.65,aaargaaap Sivrisi
86746.00,1198.66,506.02,219.33,87319.00,332.34,0.90,0.99,0.64,0.76,2.31,0.66,aaargaaap Sivrisi
83732.00,1214.19,518.26,206.95,84592.00,326.51,0.92,0.99,0.60,0.71,2.50,0.63,aaargaaap Sivrisi
78119.00,1123.51,468.91,212.52,78744.00,315.38,0.89,0.99,0.76,0.78,2.21,0.67,aaargaaap Sivrisi
99069.00,1275.45,530.33,238.64,99759.00,355.16,0.89,0.99,0.69,0.77,2.22,0.67,aaargaaap Sivrisi
70932.00,1081.36,453.64,200.35,71543.00,300.52,0.90,0.99,0.76,0.76,2.26,0.66,aaargaaap Sivrisi
123618.00,1417.03,587.84,271.18,124662.00,396.73,0.89,0.99,0.77,0.77,2.17,0.67,aaargaaap Sivrisi
74286.00,1119.42,469.95,202.66,75036.00,307.54,0.90,0.99,0.75,0.75,2.32,0.65,aaargaaap Sivrisi
89233.00,1176.89,460.66,247.56,90502.00,337.07,0.84,0.99,0.73,0.81,1.86,0.73,aaargaaap Sivrisi
80807.00,1133.60,464.29,222.72,81596.00,320.76,0.88,0.99,0.75,0.79,2.08,0.69,aaargaaap Sivrisi
79494.00,1131.20,467.03,217.60,80207.00,318.14,0.88,0.99,0.75,0.78,2.15,0.68,aaargaaap Sivrisi
60594.00,995.32,415.30,186.41,61316.00,277.76,0.89,0.99,0.74,0.77,2.23,0.67,aaargaaap Sivrisi
91025.00,1211.95,503.10,230.91,91782.00,340.44,0.89,0.99,0.76,0.78,2.18,0.68,aaargaaap Sivrisi
82345.00,1190.23,503.98,209.02,83061.00,323.80,0.91,0.99,0.75,0.73,2.41,0.64,aaargaaap Sivrisi
77538.00,1210.67,526.90,187.98,78333.00,314.20,0.93,0.99,0.54,0.66,2.80,0.60,aaargaaap Sivrisi
97419.00,1244.64,516.17,241.21,98103.00,352.19,0.88,0.99,0.74,0.79,2.14,0.68,aaargaaap Sivrisi
104017.00,1266.03,515.58,257.18,104669.00,363.92,0.87,0.99,0.67,0.82,2.00,0.71,aaargaaap Sivrisi
87310.00,1124.21,429.42,261.09,88158.00,333.42,0.79,0.99,0.74,0.87,1.64,0.78,aaargaaap Sivrisi
70284.00,1053.97,419.06,215.15,71389.00,299.15,0.86,0.98,0.69,0.80,1.95,0.71,aaargaaap Sivrisi
103085.00,1364.96,596.05,221.09,104076.00,362.29,0.93,0.99,0.72,0.70,2.70,0.61,aaargaaap Sivrisi
109454.00,1365.66,571.87,246.13,110822.00,373.31,0.90,0.99,0.73,0.74,2.32,0.65,aaargaaap Sivrisi
105708.00,1298.71,536.28,251.94,106758.00,366.87,0.88,0.99,0.73,0.79,2.13,0.68,aaargaaap Sivrisi
65641.00,1021.86,425.18,197.38,66095.00,289.10,0.89,0.99,0.66,0.79,2.15,0.68,aaargaaap Sivrisi
77116.00,1121.86,464.80,212.71,77959.00,313.35,0.89,0.99,0.74,0.77,2.19,0.67,aaargaaap Sivrisi
65098.00,1004.60,412.18,201.65,65744.00,287.90,0.87,0.99,0.71,0.81,2.04,0.70,aaargaaap Sivrisi
89243.00,1226.93,515.72,221.18,89988.00,337.09,0.90,0.99,0.56,0.75,2.33,0.65,aaargaaap Sivrisi
86117.00,1218.96,519.61,211.80,86789.00,331.13,0.91,0.99,0.73,0.73,2.45,0.64,aaargaaap Sivrisi
71665.00,1167.57,512.10,179.38,72403.00,302.07,0.94,0.99,0.64,0.66,2.85,0.59,aaargaaap Sivrisi
63038.00,1000.48,392.81,206.96,64034.00,283.31,0.85,0.98,0.75,0.79,1.90,0.72,aaargaaap Sivrisi
65457.00,1025.78,421.39,199.11,66401.00,288.69,0.88,0.99,0.73,0.78,2.12,0.69,aaargaaap Sivrisi
95428.00,1267.63,536.23,227.15,96087.00,348.57,0.91,0.99,0.74,0.75,2.36,0.65,aaargaaap Sivrisi
85791.00,1160.70,476.67,229.79,86478.00,330.50,0.88,0.99,0.74,0.80,2.07,0.69,aaargaaap Sivrisi
75155.00,1169.40,509.59,188.45,75995.00,309.34,0.93,0.99,0.62,0.69,2.70,0.61,aaargaaap Sivrisi
66954.00,1075.34,461.83,185.41,67627.00,291.97,0.92,0.99,0.67,0.73,2.49,0.63,aaargaaap Sivrisi
89885.00,1264.83,543.09,212.04,90934.00,338.30,0.92,0.99,0.52,0.71,2.56,0.62,aaargaaap Sivrisi
109729.00,1333.93,556.33,252.00,110543.00,373.78,0.89,0.99,0.76,0.77,2.21,0.67,aaargaaap Sivrisi
84606.00,1215.64,523.41,207.06,85274.00,328.21,0.92,0.99,0.77,0.72,2.53,0.63,aaargaaap Sivrisi
97268.00,1258.29,526.40,236.09,97953.00,351.92,0.89,0.99,0.76,0.77,2.23,0.67,aaargaaap Sivrisi
65846.00,1081.35,464.87,180.69,66478.00,289.55,0.92,0.99,0.55,0.71,2.57,0.62,aaargaaap Sivrisi
97672.00,1245.30,512.00,243.48,98354.00,352.65,0.88,0.99,0.64,0.79,2.10,0.69,aaargaaap Sivrisi
103579.00,1305.07,538.88,245.67,104533.00,363.15,0.89,0.99,0.61,0.76,2.19,0.67,aaargaaap Sivrisi
73090.00,1036.15,410.52,227.66,73637.00,305.06,0.83,0.99,0.75,0.86,1.80,0.74,aaargaaap Sivrisi
79174.00,1194.82,515.61,196.56,79957.00,317.50,0.92,0.99,0.54,0.70,2.62,0.62,aaargaaap Sivrisi
102952.00,1336.66,572.61,229.32,103802.00,362.05,0.92,0.99,0.74,0.72,2.50,0.63,aaargaaap Sivrisi
69814.00,1126.07,480.17,186.02,70829.00,298.14,0.92,0.99,0.72,0.69,2.58,0.62,aaargaaap Sivrisi
85734.00,1166.54,479.27,228.27,86439.00,330.39,0.88,0.99,0.76,0.79,2.10,0.69,aaargaaap Sivrisi
105505.00,1287.16,518.08,260.69,106541.00,366.51,0.86,0.99,0.74,0.80,1.99,0.71,aaargaaap Sivrisi
104300.00,1274.99,513.61,259.29,105355.00,364.42,0.86,0.99,0.73,0.81,1.98,0.71,aaargaaap Sivrisi
92034.00,1220.07,509.96,230.14,92679.00,342.32,0.89,0.99,0.75,0.78,2.22,0.67,aaargaaap Sivrisi
97914.00,1285.98,543.65,229.85,98927.00,353.08,0.91,0.99,0.76,0.74,2.37,0.65,aaargaaap Sivrisi
96171.00,1273.19,535.84,229.15,97004.00,349.93,0.90,0.99,0.75,0.75,2.34,0.65,aaargaaap Sivrisi
76815.00,1155.79,488.00,201.78,77704.00,312.74,0.91,0.99,0.74,0.72,2.42,0.64,aaargaaap Sivrisi
84036.00,1201.50,500.26,217.89,86362.00,327.11,0.90,0.97,0.76,0.73,2.30,0.65,aaargaaap Sivrisi
102193.00,1288.79,520.30,252.42,103526.00,360.72,0.87,0.99,0.75,0.77,2.06,0.69,aaargaaap Sivrisi
88996.00,1208.88,497.97,228.90,90132.00,336.62,0.89,0.99,0.70,0.77,2.18,0.68,aaargaaap Sivrisi
109222.00,1320.27,529.24,264.64,110451.00,372.92,0.87,0.99,0.78,0.79,2.00,0.70,aaargaaap Sivrisi
66153.00,1049.08,436.80,193.36,66781.00,290.22,0.90,0.99,0.59,0.76,2.26,0.66,aaargaaap Sivrisi
100429.00,1285.72,539.97,237.57,101282.00,357.59,0.90,0.99,0.77,0.76,2.27,0.66,aaargaaap Sivrisi
100629.00,1299.00,536.25,240.11,102023.00,357.95,0.89,0.99,0.72,0.75,2.23,0.67,aaargaaap Sivrisi
73411.00,1111.27,463.06,203.23,74312.00,305.73,0.90,0.99,0.69,0.75,2.28,0.66,aaargaaap Sivrisi
71127.00,1092.93,465.52,195.16,71760.00,300.93,0.91,0.99,0.77,0.75,2.39,0.65,aaargaaap Sivrisi
63348.00,986.06,398.50,203.56,63955.00,284.00,0.86,0.99,0.67,0.82,1.96,0.71,aaargaaap Sivrisi
77381.00,1045.50,401.81,245.69,77907.00,313.89,0.79,0.99,0.73,0.89,1.64,0.78,aaargaaap Sivrisi
91647.00,1226.55,514.17,228.19,92487.00,341.60,0.90,0.99,0.75,0.77,2.25,0.66,aaargaaap Sivrisi
76269.00,1101.96,457.04,213.41,76819.00,311.62,0.88,0.99,0.76,0.79,2.14,0.68,aaargaaap Sivrisi
65584.00,1059.86,446.28,188.52,66243.00,288.97,0.91,0.99,0.72,0.73,2.37,0.65,aaargaaap Sivrisi
82357.00,1200.22,511.30,206.54,83143.00,323.82,0.91,0.99,0.53,0.72,2.48,0.63,aaargaaap Sivrisi
99560.00,1256.55,516.89,246.34,100501.00,356.04,0.88,0.99,0.76,0.79,2.10,0.69,aaargaaap Sivrisi
93970.00,1244.55,520.36,230.55,94815.00,345.90,0.90,0.99,0.74,0.76,2.26,0.66,aaargaaap Sivrisi
99088.00,1284.61,541.85,233.72,99886.00,355.19,0.90,0.99,0.65,0.75,2.32,0.66,aaargaaap Sivrisi
68402.00,1009.44,404.23,216.35,68986.00,295.11,0.84,0.99,0.74,0.84,1.87,0.73,aaargaaap Sivrisi
80490.00,1169.91,497.63,206.84,81144.00,320.13,0.91,0.99,0.75,0.74,2.41,0.64,aaargaaap Sivrisi
72478.00,1156.44,506.64,182.90,73236.00,303.78,0.93,0.99,0.76,0.68,2.77,0.60,aaargaaap Sivrisi
79364.00,1195.57,516.88,195.73,80069.00,317.88,0.93,0.99,0.53,0.70,2.64,0.62,aaargaaap Sivrisi
97013.00,1301.89,555.30,223.32,98334.00,351.46,0.92,0.99,0.69,0.72,2.49,0.63,aaargaaap Sivrisi
90377.00,1204.98,503.54,228.94,91178.00,339.22,0.89,0.99,0.76,0.78,2.20,0.67,aaargaaap Sivrisi
73092.00,1126.40,484.07,193.13,73834.00,305.06,0.92,0.99,0.77,0.72,2.51,0.63,aaargaaap Sivrisi
